item_code,item_category,item_sub_department,item_department
1054420,Face/Complexion Cosmetics,Cosmetics,Household
988972,Face/Complexion Cosmetics,Cosmetics,Household
970873,Nail Cosmetics,Cosmetics,Household
893275,After Shave Care,Men's Toiletries,Household
965545,Household Air Fresheners,Cleaning Consumables,Household
1047796,Household Air Fresheners,Cleaning Consumables,Household
62755,Toilet Cleaners,Cleaning Consumables,Household
878218,Hair Care,Toiletries Unisex,Household
466,Household Polishes,General Needs,Household
1089619,Batteries,General Needs,Household
181159,Batteries,General Needs,Household
123955,Gloves,General Needs,Household
17503,Facial Cleansing,Facial Care,Household
133171,Pet Food,Pet Care,Household
911869,Shampoo,Hair Care,Household
1114891,Pasteurized Milk,Liquid Milk,Chilled
1068964,Chillled Puddings,Desserts,Chilled
273445,Chillled Puddings,Desserts,Chilled
1046365,Vinegar,Seasoning & Coconut Cream,Grocery
81223,Vinegar,Seasoning & Coconut Cream,Grocery
60325,Vinegar,Seasoning & Coconut Cream,Grocery
1070512,Spices,Seasoning & Coconut Cream,Grocery
68758,Meal Accompaniments,Meal Accompaniments,Grocery
54097,Rice,Pulses,Grocery
86839,Dry,Processed/Preserved Fish,Grocery
215035,Savory Biscuits Regular,Biscuits,Grocery
428146,Savory Biscuits Regular,Biscuits,Grocery
275569,Packaged Cereals,Cereals,Grocery
578230,Corn,Cereals,Grocery
1086199,Canned Vegetables,Processed / Preserved Vegetables,Grocery
13228,Ambient Dessert Syrups & Toppings,Desserts,Grocery
75850,Ambient Spreads,Spreads,Grocery
891295,Ambient Spreads,Spreads,Grocery
105010,Jam,Spreads,Grocery
836044,Low/Non Fat,Long Life,Grocery
950506,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
86362,Ambient Processed Cheese,Processed Cheese,Grocery
62953,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1024864,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1085596,Ambient Instant Soups,Soups,Grocery
96064,White Sugar,Sugar,Grocery
98512,White Sugar,Sugar,Grocery
841246,Deodorants,Female Fragrance,Household
1009375,Perfumes,Female Fragrance,Household
118906,Hand Cleansing,Hand & Body Care,Household
971071,Nail Cosmetics,Cosmetics,Household
971098,Nail Cosmetics,Cosmetics,Household
858283,Pre Shave,Men's Toiletries,Household
864754,Toilet Cleaners,Cleaning Consumables,Household
368476,Baby Nappies,Baby Needs,Household
1024648,Accessories,Baby Needs,Household
107332,Accessories,Baby Needs,Household
78181,Facial Cleansing,Facial Care,Household
879838,Facial Cleansing,Facial Care,Household
36169,Car Care Cleaning  Exterior,Car Care,Household
54619,Car Care Cleaning  Exterior,Car Care,Household
970387,Car Care Accessories,Car Care,Household
1084597,Tooth Paste,Oral Care,Household
925234,Serviettes & Napkins,Paper Goods,Household
10654,Pet Food,Pet Care,Household
43342,Pet Food,Pet Care,Household
1116718,Mosquito Control,Pest Control,Household
42001,Mosquito Control,Pest Control,Household
865681,Cleanser,Skin Care,Household
1086784,Shampoo,Hair Care,Household
1084021,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
1082635,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
975436,Concentrated Liquid Drinks,Concentrated Fruit Drinks,Beverages
1088998,Chilled Sauces & Salad Accompanimen,Cooking Ingredients,Chilled
905920,Cheese Spreads,Spreads,Chilled
1060639,Butter,Spreads,Chilled
57589,Vinegar,Seasoning & Coconut Cream,Grocery
1087981,Spices,Seasoning & Coconut Cream,Grocery
1009987,FOW-USA,FOW,Grocery
1084300,Rice,Pulses,Grocery
1026871,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1070611,Multiple Consumption Chocolates,Confectionery,Grocery
1048174,Sugar Confectionary,Confectionery,Grocery
1046311,Sugar Confectionary,Confectionery,Grocery
1104721,Packaged Cereals,Cereals,Grocery
688426,Packaged Cereals,Cereals,Grocery
948076,Cereal Bars,Cereals,Grocery
840490,Oats,Cereals,Grocery
267910,Ambient Table Sauces,Sauce,Grocery
829645,Pork,Processed/Preserved Meat,Grocery
209995,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1034278,Canned Vegetables,Processed / Preserved Vegetables,Grocery
910420,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1119589,Dried Vegetables,Processed / Preserved Vegetables,Grocery
827836,Dessert Pre-Mixes,Desserts,Grocery
2068,Ambient Dessert Syrups & Toppings,Desserts,Grocery
33892,Ambient Spreads,Spreads,Grocery
1073734,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
753010,Pasta Sauce,Pasta & Noodles,Grocery
995677,Dried Fruit,Processed/Preserved Fruits,Grocery
251341,Snack-Crisps & Chips,Snacks,Grocery
868705,Deodorants,Female Fragrance,Household
27808,Body Lotions,Hand & Body Care,Household
1012849,Face/Complexion Cosmetics,Cosmetics,Household
1094416,Pre Shave,Men's Toiletries,Household
217879,After Shave Care,Men's Toiletries,Household
40444,After Shave Care,Men's Toiletries,Household
869785,After Shave Care,Men's Toiletries,Household
438892,After Shave Care,Men's Toiletries,Household
1118104,Household Air Fresheners,Cleaning Consumables,Household
415573,Cleaning Containers,Cleaning Durables,Household
81259,Baby Biscuits/ Rusks,Baby Foods,Household
213910,Hair Care,Toiletries Unisex,Household
10996,Household Polishes,General Needs,Household
210490,Facial Cleansing,Facial Care,Household
878182,Facial Cleansing,Facial Care,Household
38275,Car Care Cleaning  Exterior,Car Care,Household
992932,Tooth Paste,Oral Care,Household
144601,Feminine Hygiene,Personal Hygiene,Household
133927,Unclassified,Party Ware,Household
144655,Unclassified,Party Ware,Household
45151,Bath Soap,Skin Care,Household
136618,Skin Care,Toiletries Men,Household
1066894,Shampoo,Hair Care,Household
1052206,Shampoo,Hair Care,Household
50056,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
835639,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
859210,Ambient Liquid Milk,Milk & Creamers,Beverages
1079143,Chilled Noodles,Cooking Ingredients,Chilled
1024270,Fat Spread,Spreads,Chilled
817351,Set Yogurt,Yoghurt,Chilled
383110,Spices,Seasoning & Coconut Cream,Grocery
1088350,Meal Accompaniments,Meal Accompaniments,Grocery
995263,FOW-USA,FOW,Grocery
1009969,FOW-USA,FOW,Grocery
125737,Peas,Pulses,Grocery
1078828,Rice,Pulses,Grocery
