outlet_code,item_code,DATE,sales_qty
B,99457,3/30/2022,1
C,117745,5/30/2022,1
C,107836,7/28/2022,1
D,11230,8/8/2022,1
C,6163,1/31/2022,1
C,40759,2/8/2022,2
B,29896,8/28/2022,5
C,43504,2/26/2022,1
C,24154,3/8/2022,2
C,13741,10/4/2022,1
D,57976,6/18/2022,1
C,98584,3/18/2022,1
C,94345,9/5/2022,1
B,13480,5/15/2022,1
D,2806,2/9/2022,8
A,51109,5/9/2022,1
C,23371,7/26/2022,1
C,12247,2/2/2022,1
B,110122,3/29/2022,1
B,12220,4/11/2022,1
C,111436,9/24/2022,1
A,105604,2/14/2022,1
C,673,7/24/2022,1
A,97531,3/5/2022,1
C,111436,7/29/2022,1
A,23911,1/27/2022,1
A,117745,10/17/2022,2
B,40939,6/19/2022,1
C,2806,4/24/2022,1
A,111337,2/20/2022,1
E,122686,10/15/2022,1
D,30778,2/24/2022,1
D,12031,6/20/2022,1
B,25081,4/1/2022,4
D,88,3/1/2022,1
C,123667,4/8/2022,2
A,27790,6/12/2022,1
B,529,4/9/2022,1
B,1852,6/25/2022,1
E,110671,8/6/2022,1
C,55879,8/25/2022,2
C,43405,6/8/2022,1
A,1132,10/13/2022,1
C,40381,2/21/2022,2
C,41488,6/15/2022,1
E,538,6/15/2022,1
C,92572,4/1/2022,1
E,111976,3/18/2022,2
A,44989,4/20/2022,1
D,110356,4/4/2022,1
D,108862,8/13/2022,1
B,45421,10/16/2022,2
C,5551,2/14/2022,1
A,40939,10/9/2022,1
E,11230,10/1/2022,2
C,95443,10/16/2022,1
E,123667,6/27/2022,1
C,45421,3/30/2022,1
C,124396,4/20/2022,1
D,94345,3/14/2022,2
D,45421,6/28/2022,1
C,23938,7/5/2022,1
E,123307,4/19/2022,24
B,117376,7/5/2022,1
B,124396,9/29/2022,1
B,92482,9/30/2022,1
E,92482,8/18/2022,2
C,23938,6/30/2022,1
A,10924,2/19/2022,2
D,112219,10/12/2022,1
C,952,8/22/2022,2
D,10105,6/8/2022,1
B,110806,9/9/2022,2
A,27583,3/22/2022,1
D,94948,6/9/2022,1
A,27790,10/9/2022,1
D,118033,10/14/2022,1
A,110077,9/10/2022,1
B,3940,3/13/2022,1
A,9628,7/29/2022,1
A,120400,9/11/2022,1
E,12166,6/5/2022,1
B,23785,2/20/2022,1
B,29896,3/4/2022,1
B,124414,4/26/2022,1
D,42658,4/15/2022,1
C,117187,2/16/2022,1
E,104470,8/4/2022,1
C,23137,9/16/2022,2
B,119707,9/25/2022,1
E,95443,8/3/2022,1
C,117196,8/16/2022,1
A,12247,10/13/2022,1
C,116962,1/28/2022,1
B,121714,3/12/2022,1
B,102967,9/10/2022,1
B,107836,10/16/2022,2
B,4930,4/27/2022,2
D,3328,3/21/2022,3
C,123667,3/23/2022,2
A,142,8/20/2022,1
B,30454,10/16/2022,1
D,1132,9/25/2022,1
C,43135,9/18/2022,2
C,41488,10/2/2022,1
A,25081,8/18/2022,1
C,123694,3/12/2022,1
E,40939,3/28/2022,1
B,2293,8/25/2022,1
A,3022,3/22/2022,1
E,121174,4/5/2022,4
B,3283,3/27/2022,3
C,117376,3/5/2022,1
B,118033,8/1/2022,1
C,93679,9/12/2022,1
B,64816,10/8/2022,1
A,111976,10/5/2022,1
B,43405,7/2/2022,1
A,1204,9/29/2022,1
D,108007,8/29/2022,1
A,117286,2/28/2022,1
B,94453,4/8/2022,1
E,25081,4/17/2022,1
A,116962,5/31/2022,1
E,10636,7/16/2022,1
B,102967,6/7/2022,1
D,100177,6/27/2022,1
D,108862,3/11/2022,1
D,1933,8/3/2022,1
C,1204,8/18/2022,1
B,95119,3/30/2022,1
C,529,2/15/2022,1
B,93679,3/2/2022,1
B,23938,8/29/2022,1
B,10375,9/11/2022,3
D,110806,2/24/2022,1
C,6856,5/29/2022,1
D,268,10/14/2022,6
A,718,8/30/2022,2
D,111976,7/31/2022,1
C,94336,6/8/2022,4
A,111985,4/7/2022,1
B,3427,2/21/2022,3
B,94345,5/16/2022,1
B,55879,10/16/2022,1
C,27583,3/9/2022,1
A,123694,6/5/2022,1
A,122686,10/15/2022,1
E,3652,8/22/2022,1
B,122830,2/4/2022,1
E,1681,3/23/2022,1
D,3292,7/9/2022,1
C,23371,7/31/2022,1
A,11293,5/21/2022,2
B,119707,3/9/2022,1
B,27790,7/27/2022,1
A,55906,1/31/2022,1
D,113110,8/2/2022,1
A,94336,6/1/2022,1
C,10213,5/9/2022,2
E,42154,3/18/2022,1.008000016
B,952,6/15/2022,1
D,111985,4/24/2022,1
E,10636,8/23/2022,1
C,3022,2/4/2022,1
B,6640,2/21/2022,1
B,223,7/4/2022,1
E,1852,7/26/2022,1
D,123478,9/7/2022,1
E,101635,4/2/2022,1
A,92491,4/18/2022,2
C,117160,10/14/2022,2
D,123694,4/7/2022,2
C,101212,5/7/2022,2
C,118033,4/13/2022,1
B,10213,6/3/2022,1
A,116062,6/28/2022,1
D,13795,2/22/2022,1
A,10375,7/20/2022,1
C,1231,3/18/2022,1
E,10636,6/7/2022,1
D,40201,4/28/2022,1
D,4597,5/7/2022,1
B,6640,1/27/2022,1
B,3679,5/15/2022,1
B,102490,3/23/2022,3.114000082
B,10078,3/1/2022,1
B,117160,5/19/2022,2
E,123334,3/15/2022,1
A,120994,9/21/2022,1
C,40939,5/24/2022,1
C,107224,8/21/2022,1
E,11509,4/17/2022,1
D,142,6/11/2022,1
A,11842,3/22/2022,2
E,43738,7/30/2022,1
E,142,8/26/2022,1
E,43279,9/9/2022,1
A,13795,5/3/2022,1
C,112219,2/8/2022,3
A,30454,10/10/2022,1
D,11419,6/19/2022,1
D,76399,7/18/2022,1
C,529,5/1/2022,1
C,232,8/2/2022,1
A,122740,8/16/2022,2
C,120400,6/10/2022,1
B,95443,6/28/2022,1
C,122803,4/9/2022,1
A,42658,4/26/2022,1
B,95119,6/11/2022,2
C,538,6/12/2022,1
A,9979,9/4/2022,2
B,4741,3/25/2022,1
B,121957,8/31/2022,1
B,46150,9/21/2022,2
B,116062,2/17/2022,1
B,31579,4/9/2022,2
B,95443,5/16/2022,1
E,30778,3/12/2022,1
C,304,8/5/2022,1
B,313,10/10/2022,1
D,120994,10/12/2022,1
C,14848,5/7/2022,1
D,111976,3/10/2022,1
A,110527,6/7/2022,2
C,11842,4/25/2022,1
E,11230,6/21/2022,1
A,40201,4/21/2022,2
B,121174,4/11/2022,1
D,107809,4/28/2022,3
D,123703,7/28/2022,1
E,116962,6/2/2022,1
E,23938,10/14/2022,1
A,123478,5/31/2022,1
D,538,2/11/2022,1
A,122560,9/5/2022,1
B,13795,4/21/2022,1
B,42154,7/11/2022,2.145999908
B,94453,9/22/2022,1
C,108043,8/22/2022,1
A,23146,8/22/2022,1
C,88,5/30/2022,4
C,96775,8/27/2022,1
A,745,9/1/2022,1
C,27583,5/5/2022,2
C,223,8/2/2022,1
C,10105,4/4/2022,1
D,43135,6/16/2022,4
E,107836,9/21/2022,1
D,42847,3/19/2022,2
C,10060,8/28/2022,1
C,19114,10/13/2022,1
B,46150,2/8/2022,1
A,7072,2/26/2022,1
C,117745,9/18/2022,3
C,75463,4/1/2022,1
B,91438,9/24/2022,1
D,3292,2/28/2022,10
C,122830,3/13/2022,1
E,7396,6/6/2022,1
A,10852,2/22/2022,1
C,14947,4/2/2022,3
D,1132,1/31/2022,2
A,117610,7/2/2022,1
C,27583,5/27/2022,1
D,123280,2/27/2022,1
D,110878,6/4/2022,2
B,43738,3/24/2022,1
C,107269,7/17/2022,1
A,4705,10/9/2022,1
C,110860,6/18/2022,1
A,113281,8/16/2022,1
E,9925,9/12/2022,1
A,23146,7/16/2022,2
B,106054,4/8/2022,1
C,43405,1/24/2022,1
C,117286,5/4/2022,2
B,3022,6/20/2022,1
C,4165,3/3/2022,1
C,1231,3/27/2022,4
C,117610,6/19/2022,1
B,10636,2/1/2022,1
C,97486,2/13/2022,2
D,106054,3/17/2022,1
D,10654,8/15/2022,1
D,10366,9/6/2022,1
C,3679,7/19/2022,3
B,673,2/7/2022,1
B,4741,7/31/2022,1
C,30175,2/27/2022,1
E,45484,3/30/2022,1
A,538,3/5/2022,1
A,1951,5/29/2022,1
D,111382,4/23/2022,1
B,94336,10/9/2022,1
D,10213,6/8/2022,1
E,93679,5/6/2022,1
E,4705,6/17/2022,1
E,114658,8/30/2022,1
E,97531,4/10/2022,1
D,97486,5/2/2022,1
C,19114,3/25/2022,1
A,93913,5/17/2022,1
E,57058,5/6/2022,1
E,43135,5/16/2022,1
B,23020,7/3/2022,1
E,111004,7/30/2022,1
B,123694,4/30/2022,1
D,39238,9/29/2022,1
B,121714,5/16/2022,1
B,9925,7/8/2022,2
B,100501,10/9/2022,1
B,100177,2/17/2022,1
B,110860,6/25/2022,1
A,92482,4/27/2022,1
D,117286,3/15/2022,7
E,46150,10/16/2022,1
E,96136,3/30/2022,3.507999897
C,7108,4/9/2022,1
C,111382,9/25/2022,1
C,538,6/21/2022,1
C,27583,6/24/2022,1
D,117610,6/21/2022,1
B,117745,4/19/2022,1
D,101635,6/21/2022,1
C,93895,2/3/2022,1
E,45421,4/5/2022,2
B,110356,3/6/2022,3
D,43279,9/21/2022,1
B,44989,3/13/2022,1
C,10591,4/15/2022,3
E,232,9/8/2022,1
A,106054,9/27/2022,1
C,102769,8/6/2022,1
B,1186,9/13/2022,2
A,107809,7/6/2022,1
A,4741,6/26/2022,1
B,107224,2/3/2022,1
D,95443,8/23/2022,1
C,718,4/6/2022,1
C,117610,7/31/2022,1
B,117376,7/7/2022,1
E,6856,10/1/2022,2
A,19114,3/10/2022,2
A,23371,7/18/2022,1
A,117196,7/24/2022,1
A,102490,3/11/2022,1.758000016
C,14848,3/14/2022,1
B,313,5/27/2022,1
C,120418,2/20/2022,1
E,93913,6/7/2022,1
A,9925,7/21/2022,2
B,119779,3/6/2022,1
C,27133,3/30/2022,1
B,120994,7/4/2022,1
B,3427,3/29/2022,6
D,120400,2/21/2022,1
A,11842,3/6/2022,3
C,10852,7/20/2022,1
E,13795,6/25/2022,1
A,13948,10/16/2022,1
E,12355,5/15/2022,1
E,122560,7/29/2022,1
D,121174,9/15/2022,1
B,304,4/29/2022,1
D,107269,3/25/2022,1
C,12670,1/22/2022,1
C,25000,4/8/2022,1
C,42658,4/10/2022,1
A,304,2/6/2022,1
B,13003,4/21/2022,1
B,107809,4/11/2022,2
C,40939,4/1/2022,1
C,10078,5/23/2022,1
D,4480,3/22/2022,1
D,94948,7/9/2022,1
C,122740,2/22/2022,2
C,10213,7/27/2022,1
C,88,5/24/2022,1
E,2311,4/22/2022,1
B,41632,3/24/2022,4
D,673,2/3/2022,3
A,101941,6/19/2022,1
B,121129,4/7/2022,1
D,7108,8/27/2022,1
D,39238,10/3/2022,1
C,25081,1/29/2022,1
A,952,9/21/2022,2
B,30454,2/7/2022,1
D,94345,5/24/2022,3
C,13948,2/2/2022,2
A,295,4/20/2022,1
C,7450,4/6/2022,1
B,117745,1/22/2022,1
A,4930,4/29/2022,1
B,610,4/11/2022,1
C,10924,7/16/2022,2
C,108862,2/23/2022,1
C,10042,10/16/2022,1
E,117610,5/25/2022,2
E,3292,7/15/2022,1
A,39238,9/2/2022,1
D,2311,1/24/2022,1
D,14848,7/6/2022,1
B,7396,4/18/2022,5
A,781,1/25/2022,1
A,41488,4/1/2022,1
D,123667,8/7/2022,1
C,110122,5/9/2022,1
C,57976,2/17/2022,7
E,13552,4/12/2022,1
D,1681,3/30/2022,2
D,610,10/6/2022,1
E,4732,10/16/2022,1
D,12166,4/13/2022,1
C,116962,3/1/2022,1
C,119779,3/15/2022,1
C,113281,7/19/2022,1
D,3427,4/17/2022,4
E,40201,7/16/2022,1
E,101212,9/12/2022,2
A,57058,9/4/2022,1
B,110122,1/30/2022,1
B,1681,4/10/2022,3
E,111436,9/26/2022,2
A,43738,8/12/2022,1
C,952,8/24/2022,2
B,1231,2/22/2022,1
E,9979,8/25/2022,1
B,110077,1/31/2022,1
C,94345,9/18/2022,1
D,76399,8/10/2022,1
B,123694,7/24/2022,1
C,41686,8/28/2022,10
E,40381,5/17/2022,1
A,30778,5/20/2022,1
D,123703,7/2/2022,1
B,44989,9/3/2022,1
C,24136,2/15/2022,1
B,93913,7/3/2022,2
C,118096,2/7/2022,1
C,24136,4/23/2022,3
C,43504,4/10/2022,1
C,12247,8/28/2022,1
D,41488,4/30/2022,1
B,1132,1/26/2022,5
A,124396,7/20/2022,1
C,43135,4/24/2022,1
A,94345,6/1/2022,1
C,93895,9/25/2022,1
A,93913,6/20/2022,1
D,3940,3/26/2022,2
A,121174,10/6/2022,1
C,110122,6/28/2022,1
B,304,9/25/2022,1
E,223,6/1/2022,2
D,118096,7/17/2022,1
D,123694,3/3/2022,1
D,110806,7/27/2022,1
E,223,7/8/2022,1
A,107809,2/14/2022,1
A,538,4/22/2022,1
D,14947,4/7/2022,1
D,15658,9/15/2022,1
B,12355,5/30/2022,1
B,51109,8/5/2022,1
A,124396,7/23/2022,1
D,101635,6/7/2022,5
C,23371,2/10/2022,1
B,12814,9/6/2022,2
B,6856,4/11/2022,1
C,1933,3/2/2022,1
B,95443,6/3/2022,1
C,43279,5/29/2022,1
D,118096,1/29/2022,1
D,102769,4/29/2022,1
D,41164,9/15/2022,1
A,10591,4/1/2022,1
A,4930,6/30/2022,1
E,120418,10/12/2022,1
C,111382,3/2/2022,2
D,111985,10/11/2022,1
C,12031,5/9/2022,1
E,117376,3/18/2022,1
D,121174,1/26/2022,1
D,4597,5/22/2022,1
A,122767,9/2/2022,1
A,232,5/25/2022,1
C,27583,3/27/2022,1
C,106054,7/10/2022,1
E,1681,8/6/2022,1
E,122686,7/5/2022,1
A,93895,2/21/2022,1
E,122830,3/14/2022,2
D,781,5/27/2022,1
A,104254,9/10/2022,1
E,781,8/26/2022,1
D,2806,2/17/2022,2
D,14848,4/26/2022,1
C,10150,2/5/2022,10
C,6640,9/9/2022,4
C,11509,9/7/2022,1
E,1852,9/19/2022,1
C,123703,3/29/2022,2
A,95443,2/10/2022,1
C,40201,5/30/2022,1
D,46591,3/3/2022,1
E,93913,8/10/2022,1
D,107224,2/12/2022,1
E,44989,4/20/2022,1
D,4480,3/23/2022,1
C,117376,8/12/2022,1
D,1186,8/8/2022,1
C,117610,7/30/2022,1
D,110077,8/27/2022,1
A,13003,2/18/2022,1
D,10105,4/23/2022,1
A,4930,2/18/2022,2
A,102967,5/16/2022,1
E,106054,3/19/2022,1
B,119779,1/22/2022,3
D,25000,8/21/2022,1
C,92482,4/14/2022,1
B,259,5/3/2022,1
D,12031,3/18/2022,4
D,110860,9/19/2022,1
A,104470,6/14/2022,1
C,45421,7/25/2022,1
E,110806,9/11/2022,1
D,57976,6/19/2022,1
B,94453,8/6/2022,1
B,113110,8/11/2022,2
C,40381,7/22/2022,1
E,11293,7/11/2022,1
C,43405,4/11/2022,1
A,111976,6/22/2022,1
C,110806,10/3/2022,1
D,4930,4/29/2022,1
C,111382,2/19/2022,1
D,11230,8/2/2022,1
E,11419,8/10/2022,1
A,111976,4/23/2022,1
A,95443,6/2/2022,1
D,43405,2/10/2022,1
D,9925,3/5/2022,1
B,94345,2/8/2022,1
C,10636,9/25/2022,1
A,122686,4/23/2022,2
D,93895,3/2/2022,1
E,41686,5/31/2022,2
B,12670,5/14/2022,4
E,110320,10/9/2022,1
C,4732,4/26/2022,1
D,529,8/28/2022,1
D,104254,10/6/2022,2
D,9628,10/8/2022,1
B,10366,4/17/2022,1
B,12220,8/20/2022,1
E,117520,4/26/2022,1
D,538,6/7/2022,1
A,116062,6/30/2022,1
A,4705,7/12/2022,5
D,102769,1/28/2022,1
C,115846,5/23/2022,1
D,46591,8/5/2022,1
B,3328,4/22/2022,2
A,111985,1/24/2022,1
C,100177,10/2/2022,2
D,94345,5/26/2022,1
C,304,3/23/2022,1
E,107836,5/19/2022,2
B,7396,2/19/2022,1
C,124414,8/10/2022,1
D,46591,4/17/2022,1
D,25000,10/12/2022,1
C,64816,9/9/2022,1
D,94876,4/29/2022,1
D,118033,8/25/2022,1
B,122785,1/27/2022,2
A,123586,4/30/2022,1
A,23785,1/25/2022,1
A,44989,4/2/2022,2
D,11419,5/28/2022,1
B,29896,1/30/2022,1
C,7450,2/22/2022,1
A,117160,2/1/2022,1
D,88,10/4/2022,1
E,7396,5/7/2022,1
E,9979,9/20/2022,1
D,19114,3/7/2022,1
D,123586,3/30/2022,1
D,4480,7/2/2022,1
A,93913,7/3/2022,3
A,124414,9/14/2022,1
A,14848,10/2/2022,1
C,23137,6/7/2022,1
A,19114,2/15/2022,1
A,41686,9/15/2022,1
B,122803,9/24/2022,2
C,9925,6/22/2022,1
C,15352,4/29/2022,1
A,3283,7/27/2022,1
C,6748,1/28/2022,1
B,11230,8/22/2022,1
D,117376,3/14/2022,1
D,95443,4/19/2022,3
E,232,9/26/2022,1
B,100501,10/10/2022,1
D,29896,8/29/2022,1
E,91438,4/13/2022,1
A,110860,5/6/2022,1
D,93895,9/18/2022,1
C,100537,8/17/2022,1
B,100753,6/5/2022,1
C,7072,6/20/2022,1
E,94336,6/17/2022,1
B,99457,3/28/2022,1
C,10636,2/9/2022,1
B,7396,7/1/2022,1
D,14848,10/9/2022,1
A,10375,8/6/2022,1
B,42658,2/19/2022,1
B,121174,7/5/2022,1
D,102967,9/1/2022,1
C,10924,4/1/2022,1
E,116062,6/22/2022,1
E,118429,7/4/2022,1
A,10213,6/10/2022,1
C,24154,10/7/2022,2
A,10375,7/2/2022,1
A,110806,7/2/2022,1
D,1132,5/8/2022,1
A,100501,10/12/2022,1
C,123667,6/18/2022,1
C,110230,9/13/2022,2
A,111868,6/26/2022,2
C,45115,5/18/2022,1
C,27790,10/1/2022,1
E,124414,8/21/2022,2
A,121039,5/19/2022,2
B,6163,2/22/2022,2
B,45484,4/25/2022,1
D,117376,9/8/2022,1
A,718,10/15/2022,1
A,112219,5/19/2022,1
D,3328,4/21/2022,1
A,102769,3/11/2022,1
A,10042,6/17/2022,1
C,98584,5/23/2022,1
C,117745,6/26/2022,1
B,3022,3/11/2022,1
A,232,3/22/2022,1
C,10213,4/16/2022,1
A,120994,1/22/2022,1
A,97486,6/8/2022,1
A,110230,6/22/2022,1
A,117160,7/5/2022,2
C,117187,4/25/2022,1
B,116962,10/5/2022,1
A,117196,7/31/2022,1
D,57058,2/26/2022,1
A,102769,4/7/2022,2
B,123334,3/5/2022,1
D,10105,3/29/2022,1
D,110122,9/17/2022,1
C,93679,10/7/2022,1
A,122740,3/4/2022,1
B,57058,4/17/2022,1
B,23911,2/15/2022,1
E,295,5/27/2022,1
A,51109,10/16/2022,1
C,952,8/29/2022,1
E,3427,8/17/2022,4
D,3328,1/24/2022,4
C,10366,9/29/2022,1
A,27790,5/18/2022,1
D,114658,2/11/2022,1
A,11230,7/25/2022,1
B,117286,6/27/2022,1
D,45421,2/2/2022,2
D,10366,2/3/2022,1
C,2806,4/9/2022,1
C,30778,8/29/2022,1
D,4480,2/9/2022,2
C,110356,6/17/2022,1
D,122740,2/9/2022,2
B,5551,8/17/2022,2
D,6163,9/26/2022,3
E,107269,10/13/2022,1
B,101635,10/1/2022,2
E,23938,7/17/2022,1
B,9925,8/2/2022,1
A,13003,6/1/2022,1
C,30175,9/25/2022,1
A,4741,2/24/2022,1
C,101635,6/29/2022,3
E,98809,8/12/2022,6
E,108412,9/30/2022,1
E,117736,6/22/2022,2
B,27790,2/20/2022,1
E,10078,10/13/2022,2
B,25000,10/17/2022,2
C,12166,8/2/2022,1
A,11419,2/15/2022,1
C,1681,1/22/2022,1
C,93679,4/1/2022,1
C,108007,9/28/2022,1
C,1672,2/22/2022,4
E,120418,7/2/2022,1
D,4597,4/13/2022,1
D,13408,6/15/2022,2
C,7072,2/1/2022,1
E,259,5/13/2022,2
E,110878,6/3/2022,2
C,10591,1/28/2022,1
E,538,7/17/2022,1
E,94948,9/20/2022,1
C,27790,9/21/2022,2
B,111985,7/16/2022,1
E,592,4/29/2022,1
A,123478,4/1/2022,1
D,538,4/10/2022,2
D,100537,6/3/2022,1
D,88,6/11/2022,1
B,13948,6/4/2022,1
B,111985,8/12/2022,1
E,2806,4/26/2022,1
A,6856,3/24/2022,1
A,673,6/15/2022,1
A,110806,6/15/2022,1
D,118033,2/18/2022,1
D,745,2/19/2022,1
D,3679,7/16/2022,3
B,304,2/18/2022,1
A,45421,4/2/2022,1
D,5002,10/13/2022,1
B,223,2/6/2022,1
B,10654,6/4/2022,1
A,23137,7/1/2022,1
E,10366,9/22/2022,1
E,101635,4/4/2022,1
A,7396,3/7/2022,1
B,108862,8/16/2022,5
B,223,10/15/2022,1
E,5551,3/22/2022,1
C,7450,3/2/2022,1
B,23146,3/3/2022,1
A,6163,7/23/2022,1
B,121174,8/5/2022,2
A,10213,3/3/2022,1
B,121714,8/23/2022,1
B,10375,9/20/2022,1
C,1204,10/7/2022,3
B,13795,5/22/2022,2
E,100501,3/27/2022,1
A,94948,6/26/2022,1
C,57976,9/30/2022,1
C,113281,4/18/2022,1
B,745,8/6/2022,1
C,112219,2/3/2022,1
A,23938,2/8/2022,1
A,111976,8/2/2022,1
D,110860,8/14/2022,3
E,7396,7/1/2022,1
D,42658,2/2/2022,1
A,75463,5/4/2022,1
D,96775,4/19/2022,1
C,43279,7/8/2022,1
D,110122,3/4/2022,1
B,13741,1/30/2022,1
A,107863,6/3/2022,1
B,40939,4/5/2022,1
A,10105,5/5/2022,1
D,2806,8/29/2022,1
B,105604,3/14/2022,1
C,117925,2/12/2022,1
C,30778,3/28/2022,4
B,23785,9/28/2022,1
A,46150,3/10/2022,1
A,107269,5/8/2022,1
A,223,7/10/2022,1
B,76399,7/31/2022,1
A,108862,5/14/2022,2
C,23371,2/1/2022,1
B,123334,3/14/2022,1
C,110527,5/23/2022,1
C,23938,8/2/2022,1
D,4480,8/28/2022,1
A,10375,2/10/2022,2
D,259,9/19/2022,1
A,124396,8/28/2022,1
A,114658,9/3/2022,1
A,123694,6/21/2022,1
A,111976,5/9/2022,1
C,4597,2/8/2022,1
E,25000,7/24/2022,1
D,122560,7/13/2022,1
E,31579,8/25/2022,1
B,14947,4/14/2022,1
B,23470,6/19/2022,2
C,43279,6/6/2022,1
D,123730,6/7/2022,2
A,19114,9/9/2022,1
C,7054,4/5/2022,1
A,123667,10/18/2022,1
C,117610,9/30/2022,1
C,95137,1/31/2022,1
A,117286,5/21/2022,1
C,16009,9/1/2022,1
A,304,10/3/2022,1
B,94336,4/10/2022,1
B,1672,5/21/2022,2
A,13408,5/13/2022,1
C,122803,3/14/2022,1
E,121039,8/11/2022,1
B,11230,3/22/2022,1
B,102769,4/26/2022,1
B,1681,10/6/2022,1
E,44989,10/12/2022,1
E,223,5/27/2022,1
C,119185,6/25/2022,1
B,23371,4/25/2022,1
C,40201,2/7/2022,1
A,42928,8/12/2022,1
B,40309,9/4/2022,1
D,223,8/17/2022,1
E,15658,9/30/2022,1
E,47140,8/31/2022,1
B,12220,7/3/2022,1
D,122560,7/20/2022,1
A,10609,5/3/2022,1
A,119707,2/26/2022,1
C,94453,4/30/2022,1
D,529,9/24/2022,1
C,30454,9/29/2022,2
E,15352,10/16/2022,1
B,110356,6/1/2022,1
C,99457,6/14/2022,1
A,99457,6/14/2022,1
C,14848,3/21/2022,1
D,10375,4/30/2022,1
B,119185,4/23/2022,1
D,12220,7/1/2022,1
D,45421,2/21/2022,1
E,29653,4/25/2022,2
C,23137,8/24/2022,4
E,110860,5/24/2022,1
A,10636,6/6/2022,1
D,9628,3/5/2022,1
D,124414,2/11/2022,1
C,104254,9/24/2022,1
E,122767,4/16/2022,1
B,110671,6/6/2022,1
B,12670,2/18/2022,1
C,117925,3/5/2022,1
B,107863,2/22/2022,2
A,19114,8/20/2022,1
B,110878,8/30/2022,2
C,100096,5/16/2022,1
C,12355,6/21/2022,1
C,110230,5/18/2022,1
D,10591,3/5/2022,1
B,11230,6/23/2022,1
A,40201,9/16/2022,1
E,106054,5/5/2022,1
B,111031,3/6/2022,1
E,6856,9/2/2022,1
C,55906,6/30/2022,1
C,94876,6/10/2022,1
C,116062,2/5/2022,1
C,11842,2/14/2022,1
A,12355,4/16/2022,1
C,304,9/5/2022,1
B,673,8/19/2022,1
C,11419,4/14/2022,1
B,45421,1/23/2022,1
E,117610,8/22/2022,1
A,99457,6/20/2022,1
C,673,8/29/2022,1
C,95119,7/2/2022,1
B,101635,3/18/2022,1
D,592,6/5/2022,1
D,122560,8/5/2022,1
A,232,5/29/2022,1
E,117160,10/15/2022,2
B,113281,9/15/2022,1
A,57976,5/7/2022,1
D,25081,6/29/2022,3
D,23371,9/10/2022,1
C,25081,3/31/2022,1
E,3328,5/15/2022,1
C,42154,6/2/2022,4.131999969
A,44989,2/10/2022,2
B,117745,8/9/2022,2
C,104254,5/18/2022,1
A,718,2/26/2022,1
C,1852,4/8/2022,1
B,1231,4/5/2022,1
C,23146,9/5/2022,1
B,51109,8/27/2022,1
A,110122,5/28/2022,1
A,3328,4/17/2022,1
A,4597,6/2/2022,1
A,97531,2/20/2022,1
D,3427,8/30/2022,1
C,10366,7/2/2022,1
B,55879,5/20/2022,1
A,10852,7/26/2022,1
C,122767,2/14/2022,1
A,88,5/28/2022,2
C,106054,2/11/2022,1
C,43135,8/8/2022,3
C,123478,9/28/2022,1
B,6163,3/27/2022,1
E,46150,4/22/2022,1
E,101635,8/12/2022,1
A,23785,10/4/2022,1
D,45115,8/15/2022,1
A,43279,4/4/2022,1
C,43405,2/7/2022,1
D,107809,3/17/2022,1
B,6163,6/1/2022,1
B,3328,7/22/2022,2
B,108862,6/6/2022,1
C,123667,7/13/2022,1
D,673,4/27/2022,1
C,259,9/5/2022,1
D,3328,7/14/2022,1
E,19114,8/29/2022,2
A,117196,1/31/2022,1
B,40201,6/2/2022,1
B,40381,2/8/2022,12
B,3679,4/21/2022,4
B,13795,6/10/2022,6
B,223,8/18/2022,3
B,10924,9/9/2022,1
B,117925,9/29/2022,4
D,76399,2/3/2022,10
D,93679,7/31/2022,2
A,10591,4/20/2022,7
A,123307,6/15/2022,118
A,107863,6/26/2022,8
A,117520,7/21/2022,19
E,122767,9/7/2022,16
B,6163,2/6/2022,1
C,43738,10/2/2022,3
A,91438,5/5/2022,14
D,1942,2/11/2022,1
D,44989,3/2/2022,3
D,36808,3/28/2022,52
A,30454,3/19/2022,3
A,10591,3/10/2022,2
A,45169,3/21/2022,6
D,2806,4/16/2022,9
D,3652,9/2/2022,16
D,29653,9/10/2022,17
D,117520,9/19/2022,23
B,117745,3/16/2022,1
B,122830,3/22/2022,1
B,119185,4/4/2022,1
C,116836,2/13/2022,12
C,42685,4/17/2022,63
C,9979,4/30/2022,20
B,11293,9/5/2022,15
E,117745,4/2/2022,5
E,120994,7/13/2022,7
E,96136,7/26/2022,9.013999939
E,13795,9/4/2022,1
A,23137,5/5/2022,1
D,40759,3/17/2022,37
D,43135,3/30/2022,10
D,107224,5/16/2022,8
C,9979,8/29/2022,5
B,93679,3/3/2022,1
B,102490,4/8/2022,8.015999794
B,11509,5/6/2022,3
A,122785,1/27/2022,2
A,36808,3/21/2022,84
D,10366,2/9/2022,1
C,105604,1/31/2022,11
C,2806,9/14/2022,3
A,107269,9/28/2022,2
B,4705,3/27/2022,1
B,9061,4/19/2022,5
A,42154,6/11/2022,50.91999948
A,10204,6/29/2022,18
C,42154,5/16/2022,6.809999943
A,673,3/12/2022,5
A,40759,4/15/2022,1
C,12355,3/3/2022,2
E,11509,8/21/2022,2
A,117160,7/7/2022,2
C,93679,9/9/2022,1
A,101635,9/2/2022,15
E,92482,7/29/2022,3
E,46150,7/31/2022,1
E,123307,9/26/2022,24
B,268,7/2/2022,5
D,117520,5/17/2022,14
D,27583,8/23/2022,1
